loan_status,loan_amnt,term,int_rate,installment,emp_length,home_ownership,annual_inc,verification_status,pymnt_plan,desc,purpose,debt_to_income_ratio,derog_pub_rec,mean_fico_scores,grade
Fully Paid,6000,36 months,13.49,203.59,5,MORTGAGE,50000,Not Verified,0,0,debt_consolidation,15.58,0,677,C
Fully Paid,12000,36 months,9.91,386.7,5,RENT,80000,Not Verified,0,1,debt_consolidation,14.83,0,707,B
Fully Paid,10000,36 months,12.42,334.16,4,RENT,45000,Not Verified,0,1,debt_consolidation,10.45,0,682,B
Fully Paid,8000,36 months,7.9,250.33,2,RENT,78000,Not Verified,0,0,vacation,6.09,0,722,A
Fully Paid,14125,36 months,9.91,455.18,unknown,RENT,33000,Verified,0,1,debt_consolidation,23.13,0,727,B
Fully Paid,14000,36 months,12.69,469.63,5,RENT,62800,Not Verified,0,1,debt_consolidation,19.24,0,692,B
Fully Paid,13200,60 months,17.27,224.36,3,RENT,26400,Source Verified,0,1,small_business,9.64,0,692,D
Fully Paid,4000,36 months,19.03,146.69,10 +,MORTGAGE,80000,Not Verified,0,0,vacation,20.59,0,682,E
Charged Off,4000,36 months,12.69,134.18,2,RENT,25000,Not Verified,0,0,debt_consolidation,6.86,0,687,B
Fully Paid,10500,36 months,6.03,319.58,10 +,MORTGAGE,65000,Source Verified,0,0,debt_consolidation,10.36,0,777,A
Fully Paid,5500,36 months,7.9,172.1,10 +,OWN,59000,Source Verified,0,1,car,6.65,1,707,A
Fully Paid,7350,36 months,11.71,243.11,unknown,RENT,33000,Verified,0,1,debt_consolidation,22.51,0,697,B
Charged Off,10000,36 months,12.42,334.16,10 +,RENT,39000,Source Verified,0,0,credit_card,18.31,0,722,B
Fully Paid,12000,36 months,7.51,373.33,10 +,RENT,42000,Not Verified,0,1,debt_consolidation,10.74,0,737,A
Fully Paid,5000,60 months,11.71,110.5,5,MORTGAGE,38004,Not Verified,0,1,home_improvement,23.78,0,712,B
Fully Paid,8000,60 months,11.71,176.79,3,OWN,31000,Source Verified,0,1,other,16.22,0,747,B
Fully Paid,4500,36 months,8.9,142.89,10 +,MORTGAGE,50700,Verified,0,1,other,23.43,0,702,A
Fully Paid,18000,36 months,12.42,601.48,unknown,OWN,75000,Verified,0,0,credit_card,12.51,0,722,B
Fully Paid,12300,60 months,13.49,282.96,2,MORTGAGE,30000,Source Verified,0,0,debt_consolidation,12.76,0,722,C
Fully Paid,12000,36 months,13.49,407.17,6,RENT,40000,Not Verified,0,0,debt_consolidation,15.72,0,672,C
Fully Paid,10000,36 months,13.49,339.31,10 +,MORTGAGE,50000,Not Verified,0,1,credit_card,5.88,0,697,C
Fully Paid,6000,36 months,7.9,187.75,7,MORTGAGE,80000,Not Verified,0,0,other,8.87,0,742,A
Fully Paid,12000,36 months,12.69,402.54,4,RENT,40000,Not Verified,0,1,debt_consolidation,22.2,0,697,B
Charged Off,12000,36 months,8.9,381.04,7,RENT,80000,Not Verified,0,1,other,9.13,0,717,A
Fully Paid,7000,36 months,11.71,231.54,2,RENT,75000,Source Verified,0,0,debt_consolidation,15.57,0,692,B
Fully Paid,35000,60 months,18.64,690.56,8,MORTGAGE,85000,Verified,0,1,debt_consolidation,12,0,722,E
Fully Paid,1400,36 months,7.9,43.81,unknown,RENT,28800,Not Verified,0,0,other,10,0,747,A
Charged Off,16000,60 months,13.49,368.08,10 +,RENT,35000,Verified,0,0,small_business,16.22,0,732,C
Fully Paid,3200,36 months,9.91,103.12,9,RENT,61200,Not Verified,0,0,debt_consolidation,2.16,1,702,B
Fully Paid,8000,36 months,7.9,250.33,unknown,RENT,40000,Not Verified,0,0,medical,13.35,0,737,A
Charged Off,11875,60 months,12.69,268.32,More than 1,RENT,25920,Source Verified,0,1,debt_consolidation,23.75,0,727,B
Fully Paid,5000,36 months,6.03,152.18,9,MORTGAGE,54000,Not Verified,0,1,home_improvement,3.82,0,792,A
Fully Paid,1800,36 months,6.62,55.27,10 +,RENT,18000,Not Verified,0,0,small_business,23.8,0,752,A
Fully Paid,35000,36 months,8.9,1111.37,5,RENT,85000,Verified,0,1,debt_consolidation,17.73,0,737,A
Fully Paid,18000,36 months,8.9,571.56,5,RENT,78000,Verified,0,0,credit_card,7,0,742,A
Charged Off,14000,36 months,7.9,438.07,10 +,OWN,45600,Not Verified,0,0,debt_consolidation,19.74,0,742,A
Fully Paid,5000,36 months,12.42,167.08,2,RENT,70000,Not Verified,0,0,debt_consolidation,20.06,0,687,B
Fully Paid,8000,36 months,15.96,281.1,4,RENT,70000,Source Verified,0,1,credit_card,14.04,0,677,C
Fully Paid,10000,36 months,6.03,304.36,9,MORTGAGE,80000,Not Verified,0,1,debt_consolidation,12.99,0,752,A
Fully Paid,10000,36 months,7.51,311.11,5,RENT,50000,Verified,0,0,debt_consolidation,4.63,0,742,A
Fully Paid,12000,36 months,12.42,400.99,10 +,MORTGAGE,35000,Verified,0,1,debt_consolidation,18.51,0,687,B
Fully Paid,23200,36 months,7.9,725.94,3,MORTGAGE,65000,Verified,0,1,debt_consolidation,27.99,0,742,A
Fully Paid,4800,36 months,15.27,167.03,10 +,MORTGAGE,75000,Not Verified,0,1,debt_consolidation,9.3,0,667,C
Fully Paid,7300,36 months,11.71,241.46,6,RENT,35000,Not Verified,0,1,debt_consolidation,16.42,0,697,B
Fully Paid,10400,36 months,9.91,335.14,6,RENT,40000,Source Verified,0,1,debt_consolidation,11.67,0,732,B
Fully Paid,6600,36 months,9.91,212.69,unknown,MORTGAGE,100000,Not Verified,0,1,house,15.53,0,712,B
Fully Paid,12000,36 months,8.9,381.04,7,OWN,40000,Not Verified,0,1,debt_consolidation,9.45,0,717,A
Fully Paid,13250,36 months,17.27,474.19,10 +,RENT,52000,Verified,0,1,debt_consolidation,23.7,0,672,D
Fully Paid,12000,36 months,11.71,396.92,3,RENT,92500,Source Verified,0,0,debt_consolidation,15.97,0,707,B
Fully Paid,25000,36 months,9.91,805.63,9,RENT,61000,Source Verified,0,0,debt_consolidation,10.35,0,742,B
Fully Paid,6000,36 months,10.65,195.44,10 +,RENT,36000,Not Verified,0,1,other,14.43,0,707,B
Fully Paid,12000,36 months,7.51,373.33,10 +,MORTGAGE,68000,Not Verified,0,0,credit_card,7.08,0,747,A
Fully Paid,14400,36 months,11.71,476.3,unknown,RENT,80000,Not Verified,0,0,credit_card,16.35,0,707,B
Fully Paid,10000,36 months,12.42,334.16,10 +,RENT,43000,Not Verified,0,1,credit_card,11.58,0,682,B
Fully Paid,8000,36 months,11.71,264.61,unknown,RENT,150000,Not Verified,0,1,credit_card,2.48,0,702,B
Charged Off,8000,36 months,16.29,282.41,5,RENT,50000,Not Verified,0,0,credit_card,13.22,0,667,D
Charged Off,30000,60 months,12.42,673.72,3,RENT,70000,Source Verified,0,1,small_business,0.94,0,757,B
Charged Off,18000,60 months,16.77,445.13,6,OWN,40000,Not Verified,0,1,home_improvement,18.42,0,702,D
Fully Paid,13250,36 months,11.71,438.26,2,OWN,35000,Not Verified,0,0,credit_card,22.35,0,707,B
Fully Paid,14000,36 months,14.27,480.33,6,RENT,80000,Not Verified,0,1,debt_consolidation,16.21,0,687,C
Charged Off,20000,60 months,20.3,533.23,10 +,OWN,59000,Verified,0,1,debt_consolidation,20.91,0,667,E
Fully Paid,10000,36 months,16.29,353.01,10 +,RENT,40000,Verified,0,1,credit_card,24.39,0,682,D
Fully Paid,35000,60 months,20.3,619.88,5,RENT,85000,Verified,0,1,debt_consolidation,20.16,0,687,E
Fully Paid,4000,36 months,6.03,121.75,unknown,RENT,55000,Not Verified,0,1,debt_consolidation,7.05,0,757,A
Fully Paid,13000,36 months,9.91,418.93,6,RENT,110000,Not Verified,0,0,debt_consolidation,8.38,0,712,B
Fully Paid,28000,36 months,12.69,939.26,5,RENT,100000,Source Verified,0,0,credit_card,12.35,0,722,B
Fully Paid,10000,36 months,13.49,339.31,3,RENT,62000,Not Verified,0,0,debt_consolidation,11.52,0,672,C
Fully Paid,20000,36 months,7.9,625.81,More than 1,RENT,45000,Verified,0,1,debt_consolidation,9.25,0,747,A
Fully Paid,18000,36 months,9.91,580.05,5,RENT,110000,Verified,0,1,debt_consolidation,10,0,732,B
Charged Off,9000,60 months,19.91,238,3,RENT,60000,Verified,0,0,credit_card,22.56,0,682,E
Charged Off,25000,60 months,18.64,643.58,10 +,RENT,61500,Verified,0,1,debt_consolidation,12.6,0,687,E
Fully Paid,10000,36 months,11.71,330.76,3,RENT,33000,Not Verified,0,1,other,8.69,0,697,B
Fully Paid,4200,36 months,6.03,127.83,3,RENT,61000,Not Verified,0,0,credit_card,8.92,0,767,A
Charged Off,20000,60 months,15.27,478.64,10 +,OWN,78216,Verified,0,0,debt_consolidation,10.79,0,717,C
Charged Off,18000,60 months,17.27,449.97,unknown,MORTGAGE,62000,Verified,0,0,debt_consolidation,7.82,0,707,D
Fully Paid,24000,36 months,16.29,847.21,2,RENT,50964,Verified,0,0,debt_consolidation,8.83,0,682,D
Fully Paid,4475,36 months,15.27,155.72,3,RENT,43680,Not Verified,0,1,credit_card,18.79,0,667,C
Fully Paid,12000,36 months,12.42,400.99,5,RENT,50700,Source Verified,0,0,credit_card,22.49,0,682,B
Fully Paid,18000,60 months,17.58,452.98,unknown,MORTGAGE,60000,Verified,0,1,debt_consolidation,21.96,0,692,D
Charged Off,5000,36 months,12.42,167.08,2,RENT,30000,Source Verified,0,0,debt_consolidation,23.84,0,697,B
Fully Paid,3000,36 months,6.03,91.31,5,RENT,50000,Not Verified,0,1,other,5.5,0,752,A
Fully Paid,25000,60 months,19.03,648.93,10 +,RENT,75000,Verified,0,0,debt_consolidation,19.63,0,697,E
Charged Off,12000,36 months,9.91,386.7,10 +,RENT,55000,Not Verified,0,1,debt_consolidation,13,0,707,B
Fully Paid,20000,36 months,15.27,695.96,10 +,MORTGAGE,50000,Verified,0,1,other,4.34,0,677,C
Fully Paid,10000,36 months,13.49,339.31,3,RENT,84000,Verified,0,1,debt_consolidation,13.87,0,692,C
Fully Paid,15000,36 months,12.42,501.23,6,OWN,155000,Verified,0,1,debt_consolidation,17.85,0,692,B
Fully Paid,12000,36 months,7.9,375.49,More than 1,MORTGAGE,62000,Source Verified,0,1,debt_consolidation,8.71,0,727,A
Fully Paid,6300,36 months,11.71,208.38,2,RENT,30000,Not Verified,0,0,credit_card,7.2,0,697,B
Fully Paid,35000,60 months,17.27,578.71,8,MORTGAGE,208000,Source Verified,0,1,debt_consolidation,7.94,0,727,D
Fully Paid,8250,60 months,15.96,200.45,2,MORTGAGE,35004,Verified,0,1,home_improvement,15.6,0,697,C
Charged Off,10000,36 months,11.71,330.76,5,RENT,32000,Not Verified,0,0,credit_card,21.83,0,697,B
Charged Off,24000,36 months,8.9,762.08,10 +,MORTGAGE,116400,Verified,0,0,car,3.94,0,767,A
Fully Paid,14400,36 months,12.69,483.05,9,MORTGAGE,40000,Not Verified,0,1,debt_consolidation,20.16,0,697,B
Fully Paid,6000,36 months,14.65,206.97,7,RENT,34000,Not Verified,0,0,credit_card,21.39,0,672,C
Fully Paid,22000,36 months,15.96,773.03,5,MORTGAGE,73000,Verified,0,1,debt_consolidation,22.47,0,677,C
Charged Off,12000,36 months,11.71,396.92,10 +,RENT,57200,Source Verified,0,1,debt_consolidation,16.36,0,697,B
Fully Paid,16000,36 months,16.77,568.62,More than 1,MORTGAGE,114000,Source Verified,0,0,debt_consolidation,17.2,0,667,D
Fully Paid,10000,36 months,10.65,325.74,10 +,MORTGAGE,90000,Not Verified,0,1,debt_consolidation,11.16,0,712,B
Fully Paid,16000,60 months,19.03,301.76,8,MORTGAGE,54000,Source Verified,0,1,home_improvement,16.89,0,672,E
Charged Off,10000,36 months,12.69,335.45,2,RENT,35000,Source Verified,0,0,debt_consolidation,12.03,0,697,B
Fully Paid,3500,36 months,13.49,118.76,7,RENT,56000,Not Verified,0,0,debt_consolidation,10.35,0,677,C
Fully Paid,9600,36 months,9.91,309.36,5,RENT,35000,Not Verified,0,1,debt_consolidation,16.49,0,712,B
Fully Paid,9875,36 months,7.9,309,10 +,MORTGAGE,40000,Source Verified,0,0,debt_consolidation,24.03,0,727,A
Fully Paid,21500,60 months,17.58,427.19,2,OWN,59000,Verified,0,1,debt_consolidation,22.86,0,692,D
Fully Paid,4800,36 months,7.9,150.2,6,RENT,48000,Source Verified,0,0,debt_consolidation,13,0,732,A
Fully Paid,7800,36 months,6.03,237.4,10 +,OWN,85000,Not Verified,0,0,major_purchase,0.78,0,772,A
Fully Paid,20000,36 months,14.27,686.18,10 +,MORTGAGE,70000,Verified,0,0,credit_card,6.21,0,707,C
Charged Off,9750,36 months,7.51,303.34,4,RENT,35000,Not Verified,0,1,debt_consolidation,29.04,0,737,A
Fully Paid,18000,60 months,15.96,365.67,6,MORTGAGE,91000,Verified,0,1,credit_card,23.41,0,712,C
Fully Paid,5000,36 months,6.03,152.18,9,MORTGAGE,30000,Not Verified,0,0,other,16.48,0,762,A
Fully Paid,9000,36 months,14.65,310.45,4,RENT,45000,Source Verified,0,1,debt_consolidation,17.01,1,677,C
Fully Paid,7200,36 months,7.9,225.29,unknown,RENT,55000,Not Verified,0,1,debt_consolidation,11.98,0,712,A
Charged Off,25000,60 months,19.42,654.31,10 +,RENT,60000,Verified,0,1,credit_card,20.04,0,687,E
Fully Paid,25000,36 months,15.27,869.95,8,OWN,82000,Verified,0,0,debt_consolidation,18.5,0,692,C
Fully Paid,10000,36 months,15.96,351.38,10 +,RENT,53000,Verified,0,1,debt_consolidation,13.09,0,667,C
Charged Off,8875,36 months,12.69,297.72,5,MORTGAGE,35360,Verified,0,0,debt_consolidation,23.11,0,697,B
Fully Paid,15550,36 months,11.71,514.34,10 +,RENT,54000,Verified,0,1,debt_consolidation,23.36,0,712,B
Fully Paid,7500,36 months,12.69,251.59,5,RENT,65000,Not Verified,0,0,credit_card,4.41,0,707,B
Fully Paid,8875,36 months,8.9,281.81,6,OWN,28800,Not Verified,0,0,debt_consolidation,24.29,0,722,A
Fully Paid,4500,36 months,17.27,161.05,unknown,RENT,42000,Not Verified,0,0,credit_card,4.34,0,677,D
Fully Paid,5800,36 months,12.42,193.81,3,RENT,36000,Not Verified,0,1,debt_consolidation,21.67,0,692,B
Fully Paid,10000,36 months,11.71,330.76,2,RENT,40000,Not Verified,0,0,debt_consolidation,22.26,0,707,B
Fully Paid,10000,36 months,9.91,322.25,4,RENT,50000,Not Verified,0,1,credit_card,19.06,0,717,B
Fully Paid,14000,36 months,11.71,463.07,unknown,RENT,52000,Not Verified,0,0,credit_card,12.97,0,712,B
Fully Paid,25000,60 months,19.03,648.93,3,MORTGAGE,85000,Verified,0,1,credit_card,17.15,0,687,E
Charged Off,12000,36 months,8.9,381.04,3,RENT,32000,Source Verified,0,1,debt_consolidation,6.75,0,717,A
Fully Paid,24000,36 months,7.9,750.97,6,OWN,75000,Verified,0,0,debt_consolidation,10.58,0,767,A
Fully Paid,14000,36 months,14.27,480.33,More than 1,RENT,80000,Not Verified,0,0,credit_card,3.3,0,682,C
Fully Paid,12000,36 months,8.9,381.04,7,MORTGAGE,40246,Verified,0,0,credit_card,17.08,0,717,A
Charged Off,15000,60 months,12.69,338.93,3,OWN,30000,Verified,0,1,debt_consolidation,24.76,0,737,B
Charged Off,8050,36 months,12.69,270.04,unknown,RENT,36000,Source Verified,0,1,debt_consolidation,14.8,0,697,B
Fully Paid,5600,36 months,10.65,182.42,6,RENT,60000,Not Verified,0,0,debt_consolidation,16.36,1,687,B
Fully Paid,7500,36 months,9.91,241.69,3,RENT,31200,Not Verified,0,1,credit_card,12.35,0,707,B
Fully Paid,7000,36 months,11.71,231.54,10 +,RENT,90000,Verified,0,1,credit_card,12.19,0,697,B
Fully Paid,5400,36 months,7.9,168.97,4,RENT,40000,Not Verified,0,1,debt_consolidation,10.89,0,722,A
Fully Paid,16000,36 months,12.42,534.65,unknown,RENT,90000,Verified,0,0,credit_card,13.67,0,722,B
Fully Paid,35000,60 months,12.42,619.26,9,MORTGAGE,105000,Verified,0,1,home_improvement,16.53,0,742,B
Charged Off,6000,60 months,7.9,121.38,More than 1,RENT,30084,Verified,0,1,debt_consolidation,1.68,0,797,A
Fully Paid,4125,60 months,12.69,93.21,10 +,MORTGAGE,36000,Not Verified,0,1,car,17.73,0,742,B
Fully Paid,9800,36 months,16.29,345.95,4,RENT,67000,Not Verified,0,1,credit_card,21.01,0,667,D
Fully Paid,15700,60 months,18.25,400.82,10 +,MORTGAGE,63000,Source Verified,0,0,debt_consolidation,17.43,0,682,D
Fully Paid,5000,36 months,6.62,153.52,unknown,RENT,276000,Source Verified,0,0,debt_consolidation,1.82,0,732,A
Fully Paid,9900,36 months,11.71,327.46,6,RENT,26400,Verified,0,0,debt_consolidation,14.09,1,707,B
Fully Paid,4000,36 months,11.71,132.31,unknown,RENT,24000,Source Verified,0,1,home_improvement,7.5,0,687,B
Fully Paid,15000,36 months,11.71,496.14,3,MORTGAGE,68400,Source Verified,0,0,debt_consolidation,5.7,0,722,B
Fully Paid,6250,36 months,15.96,219.61,unknown,RENT,29120,Not Verified,0,1,debt_consolidation,20.85,0,677,C
Fully Paid,6400,36 months,16.29,225.93,More than 1,RENT,29120,Not Verified,0,1,debt_consolidation,17.97,0,672,D
Fully Paid,8850,60 months,13.49,203.6,10 +,MORTGAGE,89122,Source Verified,0,0,major_purchase,7.67,0,717,C
Fully Paid,12000,36 months,15.27,417.58,4,MORTGAGE,54000,Not Verified,0,1,debt_consolidation,17.07,0,672,C
Fully Paid,15000,36 months,8.9,476.3,5,MORTGAGE,30000,Verified,0,1,debt_consolidation,6.48,0,737,A
Fully Paid,6500,36 months,14.27,223.01,4,MORTGAGE,30000,Not Verified,0,0,credit_card,10.12,0,672,C
Fully Paid,8000,36 months,15.96,281.1,10 +,RENT,50000,Not Verified,0,1,credit_card,16.34,0,672,C
Fully Paid,30000,60 months,21.28,539.47,6,MORTGAGE,92000,Source Verified,0,0,home_improvement,17.57,0,677,F
Fully Paid,15000,36 months,14.65,517.42,10 +,MORTGAGE,100500,Source Verified,0,1,credit_card,14.56,0,692,C
Fully Paid,10200,36 months,14.27,349.96,3,RENT,40000,Not Verified,0,0,debt_consolidation,16.53,0,692,C
Fully Paid,9000,36 months,12.42,300.74,5,MORTGAGE,47000,Not Verified,0,0,credit_card,19.1,0,677,B
Fully Paid,6500,36 months,16.29,229.46,3,MORTGAGE,68000,Not Verified,0,1,debt_consolidation,21.85,0,672,D
Fully Paid,23000,60 months,21.28,625.86,8,MORTGAGE,95000,Verified,0,0,debt_consolidation,8.94,0,702,F
Fully Paid,2000,36 months,7.9,62.59,4,RENT,39600,Not Verified,0,0,credit_card,5.09,0,707,A
Fully Paid,8000,36 months,13.49,271.45,3,OWN,30000,Verified,0,0,debt_consolidation,14.48,0,692,C
Fully Paid,8875,36 months,7.51,276.11,unknown,RENT,30000,Verified,0,0,debt_consolidation,28.4,0,732,A
Charged Off,1500,36 months,18.64,54.72,More than 1,RENT,17000,Source Verified,0,0,other,4.59,0,677,E
Fully Paid,8000,36 months,12.42,267.33,3,RENT,42000,Not Verified,0,0,debt_consolidation,20.26,0,702,B
Charged Off,20000,60 months,14.65,399.55,10 +,RENT,75000,Verified,0,0,debt_consolidation,16.51,0,732,C
Fully Paid,6500,36 months,11.71,215,4,RENT,42000,Not Verified,0,0,credit_card,6.26,0,692,B
Fully Paid,9600,36 months,13.49,325.74,3,MORTGAGE,27000,Source Verified,0,0,debt_consolidation,10.22,0,687,C
Fully Paid,10000,36 months,7.9,312.91,5,MORTGAGE,46000,Not Verified,0,1,home_improvement,10.46,0,732,A
Fully Paid,15000,36 months,12.42,501.23,10 +,MORTGAGE,80000,Verified,0,1,debt_consolidation,5.61,0,722,B
Fully Paid,9000,36 months,6.62,276.34,3,MORTGAGE,45000,Not Verified,0,0,debt_consolidation,22.05,0,762,A
Fully Paid,10000,36 months,7.9,312.91,2,RENT,72500,Verified,0,1,credit_card,27.92,0,732,A
Charged Off,1000,36 months,14.65,34.5,unknown,RENT,18408,Not Verified,0,0,major_purchase,6,1,687,C
Fully Paid,14000,36 months,7.9,438.07,2,RENT,30000,Source Verified,0,1,debt_consolidation,15.2,0,722,A
Charged Off,8500,36 months,14.27,291.63,9,RENT,50000,Source Verified,0,0,debt_consolidation,8.5,0,687,C
Fully Paid,15000,60 months,19.03,389.36,9,RENT,75000,Source Verified,0,1,debt_consolidation,2.82,0,672,E
Fully Paid,4500,36 months,15.96,158.12,5,MORTGAGE,65000,Not Verified,0,0,other,14.66,0,662,C
Fully Paid,3000,36 months,7.51,93.34,10 +,MORTGAGE,65000,Not Verified,0,1,major_purchase,27.91,0,727,A
Fully Paid,10000,36 months,9.91,322.25,4,MORTGAGE,120000,Source Verified,0,1,home_improvement,7.98,0,732,B
Fully Paid,21250,60 months,16.77,525.5,5,MORTGAGE,42500,Verified,0,0,debt_consolidation,19.93,0,717,D
Charged Off,33425,60 months,13.49,475.63,2,MORTGAGE,75000,Source Verified,0,1,debt_consolidation,25.71,0,747,C
Fully Paid,35000,60 months,19.42,916.03,8,RENT,195000,Verified,0,0,debt_consolidation,11.72,0,702,E
Fully Paid,7200,36 months,15.27,250.55,4,RENT,54990,Verified,0,0,debt_consolidation,20.95,0,682,C
Charged Off,18000,60 months,11.71,397.77,More than 1,RENT,40000,Source Verified,0,0,debt_consolidation,18.18,0,737,B
Fully Paid,23000,36 months,7.9,719.68,2,MORTGAGE,137000,Source Verified,0,1,debt_consolidation,8.13,0,757,A
Charged Off,20000,60 months,16.77,494.59,10 +,RENT,60000,Verified,0,1,debt_consolidation,9.46,0,702,D
Fully Paid,6000,60 months,17.58,151,3,RENT,30120,Not Verified,0,0,debt_consolidation,15.54,0,672,D
Fully Paid,7000,36 months,8.9,222.28,unknown,RENT,46000,Verified,0,1,credit_card,7.9,0,717,A
Fully Paid,21000,36 months,12.69,704.45,8,MORTGAGE,135000,Verified,0,0,debt_consolidation,8.52,0,707,B
Fully Paid,8250,36 months,7.51,256.67,unknown,MORTGAGE,31500,Verified,0,1,debt_consolidation,17.87,0,757,A
Fully Paid,13000,36 months,9.91,418.93,10 +,RENT,65000,Verified,0,0,credit_card,8.82,0,707,B
Fully Paid,18000,36 months,6.62,552.67,2,MORTGAGE,78000,Not Verified,0,1,debt_consolidation,6.35,0,792,A
Fully Paid,7200,36 months,6.03,219.14,5,MORTGAGE,60000,Not Verified,0,0,other,2.54,0,792,A
Fully Paid,16500,36 months,8.9,523.93,10 +,RENT,48000,Not Verified,0,1,credit_card,13.1,0,722,A
Fully Paid,8125,36 months,7.9,254.24,More than 1,RENT,25000,Not Verified,0,1,debt_consolidation,24.34,0,732,A
Fully Paid,18800,36 months,7.51,584.89,3,MORTGAGE,82000,Verified,0,1,debt_consolidation,13.76,0,767,A
Fully Paid,26800,36 months,19.03,982.79,10 +,MORTGAGE,82000,Source Verified,0,0,credit_card,21.59,0,712,E
Fully Paid,19200,36 months,7.9,600.78,5,MORTGAGE,42000,Verified,0,0,debt_consolidation,19.66,0,732,A
Fully Paid,12875,60 months,17.58,213.28,3,RENT,27600,Verified,0,1,debt_consolidation,18.7,0,697,D
Fully Paid,4000,36 months,12.42,133.67,5,MORTGAGE,38000,Not Verified,0,0,credit_card,19.64,0,692,B
Fully Paid,4000,36 months,16.29,141.21,4,RENT,35000,Not Verified,0,1,debt_consolidation,9.22,0,667,D
Fully Paid,12000,36 months,9.91,386.7,10 +,OWN,33000,Not Verified,0,1,credit_card,18.8,0,717,B
Fully Paid,2625,36 months,11.71,86.83,10 +,MORTGAGE,52800,Not Verified,0,0,medical,14.52,0,692,B
Fully Paid,7000,36 months,9.91,225.58,10 +,RENT,73882,Not Verified,0,0,debt_consolidation,11.45,0,697,B
Fully Paid,11300,36 months,12.69,379.06,7,MORTGAGE,36000,Not Verified,0,1,credit_card,16.33,0,692,B
Fully Paid,4000,36 months,9.91,128.9,10 +,MORTGAGE,130000,Source Verified,0,1,debt_consolidation,10.05,0,722,B
Fully Paid,8000,36 months,6.03,243.49,10 +,MORTGAGE,57200,Not Verified,0,1,debt_consolidation,4.72,0,792,A
Charged Off,14400,36 months,18.25,522.41,5,RENT,51871,Verified,0,1,debt_consolidation,7.82,0,662,D
Fully Paid,4375,36 months,12.42,146.2,2,OWN,15000,Verified,0,0,debt_consolidation,13.92,0,697,B
Fully Paid,4100,36 months,7.51,127.56,9,MORTGAGE,70197,Not Verified,0,1,credit_card,6.58,0,737,A
